WT,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Flowrate,
21.6 ,7.3 ,150 ,7.9 ,1.1 ,4.6 ,16.4 ,3.868 ,0.063 ,2.7 ,9.708 ,
24.9 ,7.3 ,218 ,8.7 ,1.9 ,4.2 ,8.4 ,3.510 ,0.031 ,2.2 ,0.947 ,
27.3 ,7.8 ,200 ,7.4 ,2.2 ,4.9 ,10.8 ,2.114 ,0.044 ,2.1 ,0.881 ,
25.1 ,7.3 ,190 ,8.0 ,1.1 ,4.2 ,13.4 ,2.584 ,0.035 ,1.7 ,2.405 ,
24.2 ,7.7 ,184 ,7.2 ,0.9 ,4.5 ,15.8 ,2.414 ,0.032 ,1.7 ,6.750 ,
22.7 ,7.4 ,148 ,8.2 ,1.0 ,4.7 ,13.2 ,2.331 ,0.051 ,2.4 ,6.404 ,
22.2 ,7.8 ,202 ,7.7 ,1.9 ,3.8 ,12.0 ,1.835 ,0.031 ,1.5 ,0.634 ,
24.1 ,7.8 ,194 ,9.0 ,0.8 ,3.7 ,7.8 ,1.572 ,0.026 ,1.6 ,0.829 ,
20.7 ,7.8 ,207 ,8.9 ,1.0 ,3.8 ,7.8 ,1.659 ,0.028 ,1.7 ,0.911 ,
19.4 ,7.7 ,213 ,8.9 ,1.4 ,3.5 ,7.6 ,1.261 ,0.025 ,1.6 ,0.369 ,
18.4 ,8.4 ,227 ,10.5 ,1.2 ,4.2 ,9.4 ,1.203 ,0.022 ,2.0 ,0.143 ,
17.4 ,8.4 ,233 ,12.4 ,2.1 ,4.4 ,9.4 ,1.018 ,0.031 ,2.2 ,0.124 ,
13.1 ,8.4 ,244 ,9.6 ,2.5 ,4.4 ,7.0 ,1.199 ,0.031 ,2.4 ,0.208 ,
15.1 ,7.5 ,248 ,9.8 ,1.0 ,4.2 ,11.0 ,2.238 ,0.042 ,2.4 ,1.068 ,
15.8 ,7.7 ,219 ,9.3 ,1.6 ,4.1 ,11.0 ,3.071 ,0.028 ,1.7 ,1.645 ,
14.1 ,7.6 ,218 ,10.2 ,1.2 ,3.1 ,10.8 ,2.975 ,0.026 ,1.7 ,0.774 ,
9.7 ,7.9 ,228 ,12.4 ,0.7 ,3.0 ,4.4 ,2.533 ,0.026 ,1.3 ,0.314 ,
8.1 ,7.4 ,237 ,13.0 ,0.5 ,3.2 ,2.2 ,2.632 ,0.029 ,1.5 ,0.198 ,
4.4 ,8.1 ,266 ,11.3 ,2.5 ,4.1 ,4.6 ,3.119 ,0.044 ,2.0 ,0.171 ,
4.7 ,8.0 ,280 ,13.8 ,4.5 ,5.8 ,5.8 ,2.238 ,0.038 ,3.6 ,0.164 ,
4.9 ,8.5 ,299 ,11.2 ,7.8 ,6.6 ,4.0 ,2.229 ,0.050 ,4.0 ,0.173 ,
7.9 ,7.6 ,280 ,12.7 ,3.1 ,4.6 ,6.2 ,1.979 ,0.049 ,2.6 ,0.187 ,
5.8 ,7.8 ,288 ,12.5 ,7.4 ,6.7 ,6.4 ,1.842 ,0.057 ,3.7 ,0.180 ,
5.7 ,7.6 ,273 ,12.7 ,6.3 ,6.5 ,14.0 ,2.121 ,0.055 ,3.2 ,0.266 ,
7.0 ,7.7 ,237 ,11.4 ,8.7 ,10.8 ,10.4 ,1.993 ,0.059 ,5.8 ,0.147 ,
10.3 ,7.5 ,247 ,9.1 ,9.1 ,8.6 ,9.0 ,1.913 ,0.067 ,5.6 ,0.145 ,
8.4 ,7.7 ,245 ,10.2 ,4.5 ,5.7 ,7.8 ,1.706 ,0.063 ,4.0 ,0.146 ,
11.9 ,7.4 ,217 ,10.6 ,1.0 ,5.2 ,18.2 ,4.847 ,0.074 ,3.4 ,1.109 ,
13.5 ,7.6 ,229 ,11.1 ,0.8 ,3.9 ,12.8 ,3.564 ,0.053 ,2.2 ,0.420 ,
15.5 ,7.3 ,178 ,10.2 ,0.6 ,4.0 ,16.8 ,4.394 ,0.050 ,2.2 ,3.051 ,
15.2 ,7.6 ,196 ,10.6 ,2.0 ,3.7 ,12.0 ,3.231 ,0.053 ,2.1 ,0.761 ,
16.3 ,7.6 ,199 ,9.8 ,1.8 ,4.3 ,9.3 ,2.781 ,0.046 ,2.3 ,0.426 ,
18.3 ,8.3 ,200 ,11.7 ,4.1 ,5.1 ,18.3 ,3.807 ,0.064 ,2.9 ,0.337 ,
21.6 ,7.9 ,184 ,8.8 ,1.7 ,4.4 ,15.6 ,2.078 ,0.079 ,2.6 ,2.605 ,
22.3 ,7.6 ,190 ,7.7 ,2.2 ,4.2 ,14.4 ,1.797 ,0.054 ,2.9 ,0.543 ,
23.7 ,7.4 ,213 ,8.8 ,3.1 ,5.2 ,12.0 ,1.121 ,0.054 ,3.2 ,0.312 ,
23.8 ,7.2 ,260 ,8.9 ,2.2 ,5.4 ,9.1 ,1.370 ,0.064 ,4.0 ,0.151 ,
24.4 ,7.4 ,261 ,7.0 ,2.8 ,5.9 ,22.3 ,2.458 ,0.070 ,4.4 ,0.308 ,
24.4 ,7.1 ,271 ,6.9 ,2.5 ,5.6 ,12.0 ,2.028 ,0.059 ,4.0 ,0.258 ,
27.0 ,7.5 ,263 ,8.5 ,3.9 ,7.9 ,16.0 ,1.962 ,0.075 ,5.3 ,0.260 ,
23.6 ,7.1 ,224 ,6.6 ,1.2 ,4.6 ,17.2 ,2.823 ,0.052 ,3.1 ,1.499 ,
26.8 ,7.4 ,230 ,8.3 ,2.0 ,5.5 ,14.2 ,2.890 ,0.059 ,4.3 ,1.043 ,
28.6 ,7.4 ,248 ,8.3 ,1.8 ,3.8 ,9.0 ,3.028 ,0.040 ,2.4 ,1.013 ,
21.7 ,7.2 ,101 ,8.3 ,1.7 ,6.3 ,15.8 ,2.592 ,0.148 ,4.2 ,41.441 ,
21.1 ,7.0 ,113 ,8.3 ,0.8 ,4.0 ,21.4 ,2.299 ,0.073 ,2.4 ,10.309 ,
24.1 ,7.5 ,176 ,8.3 ,2.1 ,3.8 ,8.8 ,3.079 ,0.051 ,2.0 ,1.601 ,
24.5 ,7.6 ,204 ,9.2 ,2.6 ,4.3 ,7.6 ,2.231 ,0.039 ,2.6 ,0.947 ,
22.9 ,7.8 ,210 ,9.3 ,3.2 ,4.4 ,11.4 ,1.996 ,0.046 ,2.4 ,0.576 ,
19.2 ,7.6 ,207 ,8.6 ,1.9 ,3.8 ,12.6 ,1.802 ,0.036 ,1.9 ,0.434 ,
18.4 ,7.7 ,198 ,7.4 ,2.1 ,3.5 ,17.6 ,1.705 ,0.060 ,2.2 ,1.642 ,
17.9 ,8.2 ,202 ,8.3 ,2.0 ,3.8 ,9.8 ,1.759 ,0.041 ,1.9 ,0.782 ,
18.2 ,7.5 ,177 ,9.5 ,0.4 ,3.0 ,13.0 ,2.242 ,0.042 ,1.5 ,1.739 ,
15.0 ,7.0 ,203 ,10.1 ,1.9 ,3.0 ,11.0 ,2.056 ,0.038 ,1.4 ,0.725 ,
14.2 ,7.0 ,207 ,9.3 ,0.5 ,3.0 ,10.2 ,2.062 ,0.034 ,1.5 ,0.569 ,
10.0 ,7.7 ,216 ,12.4 ,1.0 ,2.9 ,5.6 ,2.085 ,0.031 ,1.6 ,0.432 ,
9.6 ,7.6 ,219 ,11.4 ,6.2 ,6.4 ,6.2 ,1.983 ,0.033 ,3.5 ,0.403 ,
9.2 ,7.6 ,202 ,11.6 ,1.6 ,2.6 ,11.0 ,2.300 ,0.037 ,1.4 ,0.869 ,
5.1 ,7.7 ,217 ,15.1 ,1.1 ,2.5 ,3.4 ,2.344 ,0.031 ,1.2 ,0.629 ,
3.7 ,7.9 ,236 ,12.8 ,9.1 ,9.6 ,4.9 ,3.418 ,0.042 ,5.7 ,0.402 ,
5.4 ,7.7 ,223 ,12.2 ,9.1 ,12.1 ,5.4 ,2.961 ,0.063 ,8.8 ,0.331 ,
4.9 ,7.5 ,216 ,11.9 ,9.0 ,10.0 ,7.4 ,3.098 ,0.047 ,6.1 ,0.471 ,
5.7 ,7.5 ,161 ,11.0 ,2.9 ,4.3 ,12.0 ,3.588 ,0.041 ,2.4 ,2.956 ,
5.4 ,7.5 ,195 ,11.0 ,8.7 ,7.6 ,10.8 ,3.397 ,0.042 ,4.5 ,0.713 ,
7.6 ,7.6 ,196 ,11.3 ,8.9 ,9.3 ,11.6 ,3.291 ,0.043 ,6.1 ,0.492 ,
8.3 ,7.5 ,218 ,12.4 ,1.9 ,3.4 ,10.0 ,3.125 ,0.062 ,1.9 ,0.723 ,
12.0 ,7.4 ,225 ,12.2 ,1.7 ,3.7 ,16.9 ,2.956 ,0.053 ,1.9 ,0.432 ,
10.5 ,7.2 ,121 ,10.8 ,1.5 ,4.4 ,25.3 ,2.941 ,0.063 ,2.6 ,12.578 ,
13.3 ,7.1 ,169 ,11.4 ,1.2 ,3.1 ,20.3 ,3.244 ,0.041 ,1.4 ,1.348 ,
14.2 ,7.5 ,189 ,11.4 ,1.7 ,2.9 ,15.6 ,2.913 ,0.076 ,1.7 ,0.570 ,
13.8 ,7.2 ,173 ,12.0 ,1.8 ,3.8 ,20.2 ,2.942 ,0.065 ,2.0 ,2.585 ,
15.3 ,7.7 ,156 ,11.4 ,1.1 ,3.1 ,11.0 ,2.553 ,0.045 ,1.5 ,0.637 ,
15.8 ,7.4 ,188 ,10.6 ,2.0 ,3.7 ,9.8 ,2.419 ,0.072 ,2.0 ,0.909 ,
20.3 ,7.5 ,187 ,9.1 ,1.8 ,3.6 ,8.8 ,2.222 ,0.053 ,1.8 ,0.330 ,
23.7 ,8.2 ,193 ,9.0 ,2.9 ,4.9 ,16.8 ,1.482 ,0.078 ,2.7 ,0.380 ,
22.4 ,7.7 ,200 ,8.7 ,3.1 ,5.3 ,12.4 ,1.199 ,0.053 ,2.9 ,0.445 ,
23.5 ,7.3 ,211 ,8.0 ,1.8 ,4.5 ,11.6 ,1.238 ,0.080 ,2.6 ,0.196 ,
23.6 ,7.2 ,205 ,7.4 ,2.4 ,4.8 ,19.4 ,3.959 ,0.053 ,2.1 ,1.095 ,
25.0 ,8.0 ,219 ,8.1 ,2.8 ,5.6 ,18.2 ,3.182 ,0.062 ,3.0 ,0.519 ,
26.2 ,7.4 ,227 ,7.1 ,2.3 ,5.0 ,13.6 ,3.338 ,0.069 ,2.8 ,0.468 ,
25.5 ,7.2 ,214 ,7.0 ,1.7 ,3.4 ,14.6 ,4.121 ,0.061 ,2.3 ,0.841 ,
26.8 ,7.7 ,228 ,7.2 ,2.3 ,5.1 ,9.8 ,2.996 ,0.053 ,2.9 ,0.721 ,
22.7 ,6.8 ,104 ,7.2 ,1.1 ,4.9 ,21.0 ,2.825 ,0.087 ,2.8 ,31.697 ,
28.2 ,7.6 ,209 ,6.8 ,2.6 ,5.3 ,11.4 ,3.688 ,0.053 ,2.8 ,1.104 ,
29.5 ,7.6 ,225 ,6.4 ,3.0 ,5.0 ,9.7 ,3.354 ,0.057 ,3.6 ,0.497 ,
33.1 ,7.9 ,240 ,8.6 ,2.5 ,5.1 ,12.8 ,1.244 ,0.067 ,3.9 ,0.240 ,
27.2 ,7.4 ,166 ,7.6 ,0.8 ,4.1 ,14.0 ,2.665 ,0.070 ,2.7 ,4.922 ,
25.6 ,7.5 ,218 ,7.0 ,1.5 ,3.8 ,11.2 ,1.954 ,0.051 ,2.5 ,1.169 ,
24.1 ,7.4 ,240 ,8.4 ,1.4 ,3.9 ,17.0 ,1.898 ,0.049 ,2.3 ,0.662 ,
25.7 ,8.0 ,239 ,9.6 ,2.5 ,4.9 ,11.8 ,1.362 ,0.089 ,2.5 ,0.445 ,
23.0 ,7.5 ,212 ,7.6 ,0.7 ,2.6 ,13.0 ,2.913 ,0.051 ,1.5 ,0.769 ,
21.4 ,7.3 ,190 ,8.0 ,1.0 ,2.7 ,14.8 ,2.990 ,0.050 ,1.6 ,1.458 ,
18.5 ,7.9 ,208 ,8.9 ,0.8 ,2.7 ,13.0 ,2.639 ,0.057 ,1.4 ,0.581 ,
14.7 ,7.7 ,229 ,9.2 ,1.6 ,3.3 ,11.8 ,2.414 ,0.053 ,1.6 ,0.366 ,
16.1 ,7.6 ,236 ,10.9 ,1.0 ,3.1 ,12.6 ,2.374 ,0.050 ,1.6 ,0.390 ,
11.4 ,7.7 ,258 ,7.8 ,4.3 ,5.9 ,8.6 ,2.119 ,0.051 ,2.7 ,0.332 ,
9.5 ,7.6 ,243 ,10.5 ,1.5 ,3.8 ,7.8 ,2.072 ,0.031 ,1.7 ,0.273 ,
6.5 ,7.6 ,240 ,12.5 ,4.9 ,5.5 ,4.0 ,2.466 ,0.035 ,3.2 ,0.456 ,
6.2 ,8.2 ,258 ,12.2 ,5.2 ,6.1 ,3.6 ,2.421 ,0.033 ,3.4 ,0.375 ,
3.1 ,7.6 ,445 ,12.6 ,3.1 ,5.9 ,12.4 ,4.711 ,0.053 ,4.8 ,0.604 ,
3.0 ,7.7 ,460 ,12.1 ,2.0 ,5.9 ,9.1 ,3.990 ,0.045 ,4.7 ,0.611 ,
2.0 ,7.7 ,371 ,13.1 ,2.4 ,6.1 ,10.0 ,3.104 ,0.045 ,4.5 ,0.910 ,
4.3 ,7.6 ,356 ,12.5 ,4.2 ,8.4 ,26.7 ,5.084 ,0.107 ,5.6 ,3.187 ,
5.6 ,7.9 ,357 ,12.5 ,4.2 ,8.4 ,17.4 ,5.095 ,0.065 ,4.9 ,0.984 ,
5.7 ,8.0 ,403 ,11.4 ,3.0 ,7.5 ,20.7 ,5.688 ,0.070 ,5.3 ,0.615 ,
10.5 ,8.2 ,388 ,10.9 ,1.6 ,2.8 ,11.6 ,3.413 ,0.050 ,1.8 ,0.426 ,
10.1 ,7.9 ,394 ,10.7 ,5.1 ,8.3 ,25.0 ,2.227 ,0.081 ,5.2 ,0.372 ,
15.5 ,8.1 ,366 ,8.9 ,8.2 ,11.7 ,49.5 ,3.211 ,0.192 ,6.2 ,5.191 ,
12.2 ,8.6 ,338 ,9.5 ,7.5 ,12.4 ,48.0 ,5.970 ,0.145 ,6.4 ,1.852 ,
15.6 ,8.9 ,342 ,8.6 ,8.4 ,14.1 ,33.4 ,3.838 ,0.175 ,6.6 ,0.547 ,
13.1 ,7.9 ,311 ,8.9 ,8.3 ,12.2 ,26.0 ,2.848 ,0.182 ,7.0 ,0.687 ,
18.1 ,8.2 ,318 ,9.2 ,6.9 ,14.0 ,22.0 ,1.657 ,0.173 ,6.4 ,0.478 ,
17.0 ,7.7 ,299 ,10.4 ,4.6 ,9.1 ,12.0 ,2.613 ,0.186 ,6.9 ,0.871 ,
22.5 ,8.4 ,355 ,8.1 ,7.7 ,15.3 ,26.4 ,1.713 ,0.209 ,9.4 ,0.365 ,
22.7 ,7.8 ,352 ,9.0 ,6.9 ,13.1 ,30.8 ,1.809 ,0.246 ,8.6 ,0.445 ,
24.1 ,8.0 ,359 ,8.3 ,5.6 ,15.5 ,36.4 ,2.173 ,0.276 ,9.5 ,0.339 ,
22.1 ,7.6 ,376 ,7.3 ,4.9 ,13.5 ,22.8 ,2.222 ,0.279 ,8.9 ,0.004 ,
26.7 ,8.1 ,345 ,8.4 ,5.6 ,14.3 ,59.2 ,1.871 ,0.215 ,8.2 ,1.171 ,
24.0 ,7.7 ,346 ,7.2 ,3.2 ,10.9 ,41.6 ,1.415 ,0.199 ,7.6 ,0.565 ,
25.3 ,7.6 ,384 ,7.4 ,2.2 ,10.5 ,35.0 ,1.207 ,0.153 ,7.4 ,0.542 ,
25.6 ,7.6 ,394 ,7.5 ,2.3 ,9.4 ,40.0 ,1.730 ,0.164 ,7.0 ,1.739 ,
27.1 ,7.6 ,400 ,7.8 ,1.9 ,10.8 ,28.8 ,1.114 ,0.144 ,7.1 ,0.977 ,
24.1 ,7.2 ,180 ,7.3 ,2.3 ,10.9 ,36.8 ,3.211 ,0.298 ,6.8 ,24.197 ,
29.3 ,7.5 ,226 ,6.0 ,3.7 ,12.4 ,32.0 ,1.264 ,0.325 ,7.6 ,2.619 ,
29.1 ,7.6 ,266 ,6.1 ,2.5 ,10.5 ,8.6 ,1.397 ,0.271 ,7.7 ,0.728 ,
30.0 ,7.5 ,324 ,7.8 ,2.4 ,10.5 ,22.8 ,1.370 ,0.344 ,8.0 ,0.241 ,
26.2 ,7.2 ,239 ,7.0 ,1.9 ,10.5 ,18.8 ,1.917 ,0.226 ,6.9 ,14.224 ,
24.7 ,7.4 ,237 ,6.6 ,2.1 ,10.5 ,11.4 ,0.985 ,0.321 ,7.2 ,3.468 ,
24.4 ,7.5 ,294 ,6.5 ,2.0 ,8.8 ,22.8 ,0.938 ,0.164 ,6.5 ,0.910 ,
25.8 ,7.7 ,341 ,7.0 ,1.7 ,8.8 ,12.6 ,0.860 ,0.213 ,6.3 ,0.667 ,
21.3 ,7.2 ,233 ,6.8 ,1.9 ,9.3 ,9.2 ,1.828 ,0.200 ,6.6 ,4.318 ,
20.1 ,7.3 ,242 ,6.9 ,3.3 ,10.7 ,31.8 ,2.346 ,0.178 ,6.6 ,6.806 ,
18.0 ,7.5 ,276 ,7.9 ,4.8 ,10.6 ,32.8 ,1.617 ,0.160 ,6.4 ,1.284 ,
15.8 ,7.8 ,316 ,9.0 ,4.6 ,11.1 ,31.2 ,1.361 ,0.160 ,7.1 ,0.500 ,
15.3 ,7.5 ,351 ,8.2 ,3.1 ,10.7 ,20.4 ,1.961 ,0.139 ,7.0 ,0.461 ,
11.3 ,7.9 ,384 ,10.0 ,7.6 ,14.5 ,30.0 ,2.218 ,0.184 ,8.1 ,0.540 ,
8.6 ,7.5 ,418 ,9.2 ,5.7 ,12.3 ,19.6 ,2.030 ,0.136 ,7.3 ,0.450 ,
7.7 ,7.6 ,525 ,8.6 ,5.6 ,13.4 ,26.4 ,7.241 ,0.195 ,8.3 ,1.282 ,
5.2 ,7.6 ,428 ,10.5 ,8.0 ,12.2 ,22.8 ,3.131 ,0.147 ,7.1 ,0.716 ,
6.8 ,7.7 ,444 ,9.6 ,5.7 ,9.5 ,18.0 ,3.209 ,0.103 ,6.8 ,0.508 ,
4.1 ,7.6 ,481 ,9.5 ,2.3 ,7.7 ,10.4 ,1.960 ,0.088 ,5.4 ,0.248 ,
1.7 ,7.4 ,494 ,10.0 ,2.2 ,7.1 ,6.4 ,1.869 ,0.073 ,5.3 ,0.198 ,
3.6 ,7.7 ,501 ,9.5 ,3.8 ,9.1 ,31.6 ,1.758 ,0.122 ,5.1 ,0.152 ,
8.2 ,7.6 ,466 ,8.7 ,5.1 ,9.1 ,38.0 ,1.744 ,0.116 ,5.9 ,0.170 ,
4.8 ,7.8 ,495 ,9.0 ,3.7 ,8.9 ,13.0 ,1.663 ,0.088 ,5.7 ,0.120 ,
5.7 ,7.5 ,507 ,9.7 ,1.9 ,7.6 ,23.2 ,1.685 ,0.089 ,5.1 ,0.105 ,
7.7 ,7.7 ,520 ,9.2 ,3.0 ,8.0 ,28.4 ,1.813 ,0.096 ,5.2 ,0.079 ,
9.0 ,7.5 ,518 ,8.1 ,2.6 ,8.3 ,23.2 ,1.703 ,0.106 ,5.5 ,0.149 ,
9.6 ,8.1 ,538 ,9.0 ,2.7 ,9.0 ,13.4 ,1.465 ,0.087 ,5.8 ,0.086 ,
12.2 ,7.3 ,506 ,8.9 ,7.9 ,12.2 ,36.8 ,3.165 ,0.171 ,8.5 ,1.271 ,
14.1 ,7.8 ,515 ,7.8 ,8.2 ,15.3 ,40.2 ,5.670 ,0.143 ,8.6 ,0.511 ,
16.9 ,7.4 ,413 ,7.9 ,6.8 ,11.7 ,36.8 ,4.234 ,0.165 ,8.0 ,2.263 ,
17.4 ,8.1 ,400 ,8.0 ,7.6 ,13.3 ,36.8 ,3.539 ,0.164 ,8.3 ,1.013 ,
16.0 ,7.4 ,393 ,8.0 ,4.8 ,11.6 ,22.0 ,2.728 ,0.133 ,8.1 ,0.534 ,
19.7 ,7.9 ,391 ,7.8 ,5.4 ,12.2 ,26.9 ,2.141 ,0.166 ,8.0 ,0.482 ,
21.7 ,7.6 ,335 ,8.0 ,4.4 ,11.8 ,37.0 ,2.282 ,0.193 ,8.1 ,1.089 ,
22.0 ,7.8 ,334 ,8.4 ,3.4 ,11.9 ,20.4 ,1.285 ,0.157 ,8.1 ,0.464 ,
23.1 ,7.5 ,334 ,7.5 ,3.3 ,11.5 ,23.0 ,1.503 ,0.192 ,8.4 ,0.395 ,
23.2 ,7.7 ,370 ,6.7 ,2.0 ,10.6 ,12.0 ,1.667 ,0.211 ,7.8 ,0.003 ,
24.2 ,7.8 ,378 ,7.0 ,0.6 ,8.4 ,3.8 ,1.993 ,0.182 ,7.3 ,0.003 ,
23.9 ,7.7 ,445 ,7.1 ,2.3 ,13.3 ,30.3 ,2.051 ,0.138 ,10.0 ,0.446 ,
26.0 ,7.8 ,493 ,7.5 ,1.3 ,11.9 ,17.0 ,1.111 ,0.148 ,9.4 ,0.384 ,
24.1 ,7.6 ,527 ,7.0 ,2.0 ,13.4 ,18.2 ,1.779 ,0.170 ,10.9 ,3.254 ,
27.1 ,8.4 ,439 ,8.0 ,2.4 ,12.6 ,11.0 ,1.155 ,0.205 ,10.5 ,1.014 ,
27.6 ,7.6 ,427 ,7.0 ,1.9 ,11.1 ,17.6 ,1.148 ,0.209 ,8.7 ,2.548 ,
23.6 ,7.3 ,195 ,7.0 ,1.7 ,8.9 ,35.3 ,2.579 ,0.190 ,5.9 ,31.140 ,
23.6 ,7.3 ,162 ,7.1 ,1.4 ,9.0 ,20.2 ,1.821 ,0.210 ,6.0 ,19.109 ,
23.4 ,7.7 ,172 ,7.2 ,1.1 ,8.9 ,17.8 ,1.176 ,0.221 ,6.0 ,6.098 ,
23.9 ,7.7 ,288 ,7.5 ,2.6 ,9.1 ,24.2 ,1.039 ,0.192 ,6.6 ,0.733 ,
22.8 ,7.9 ,344 ,8.0 ,3.2 ,8.8 ,26.5 ,0.928 ,0.142 ,6.4 ,0.619 ,
19.0 ,7.6 ,294 ,9.7 ,2.9 ,8.4 ,20.3 ,0.937 ,0.107 ,5.1 ,0.688 ,
18.1 ,7.4 ,312 ,10.7 ,3.0 ,9.1 ,19.0 ,1.146 ,0.163 ,7.0 ,1.238 ,
17.3 ,7.5 ,344 ,8.1 ,6.0 ,11.1 ,19.4 ,2.606 ,0.216 ,7.6 ,1.162 ,
16.9 ,7.5 ,345 ,8.4 ,6.4 ,11.6 ,43.3 ,5.651 ,0.182 ,7.5 ,5.712 ,
14.7 ,7.7 ,332 ,10.4 ,7.1 ,12.9 ,39.6 ,3.247 ,0.187 ,7.6 ,1.653 ,
14.7 ,7.9 ,360 ,10.4 ,7.6 ,12.6 ,37.3 ,3.191 ,0.184 ,7.4 ,1.051 ,
10.3 ,8.3 ,385 ,10.9 ,8.6 ,14.8 ,37.0 ,1.531 ,0.202 ,8.2 ,0.653 ,
11.4 ,7.7 ,408 ,9.4 ,8.6 ,12.8 ,33.0 ,1.932 ,0.183 ,7.5 ,0.667 ,
7.6 ,7.6 ,336 ,10.7 ,5.0 ,10.8 ,24.6 ,5.810 ,0.140 ,7.0 ,2.246 ,
3.7 ,7.8 ,387 ,12.5 ,3.8 ,7.4 ,18.0 ,4.570 ,0.084 ,4.8 ,1.320 ,
5.1 ,7.8 ,445 ,11.4 ,2.9 ,6.9 ,14.4 ,3.430 ,0.067 ,4.8 ,0.333 ,
3.6 ,7.8 ,428 ,12.3 ,2.2 ,6.1 ,11.8 ,3.601 ,0.057 ,4.3 ,0.256 ,
5.4 ,8.0 ,432 ,12.7 ,3.2 ,6.6 ,12.4 ,2.479 ,0.054 ,4.6 ,0.243 ,
5.9 ,7.8 ,432 ,11.2 ,3.5 ,7.0 ,22.4 ,2.323 ,0.084 ,5.4 ,0.343 ,
5.7 ,8.0 ,458 ,12.9 ,4.2 ,7.2 ,16.2 ,2.182 ,0.073 ,5.3 ,0.288 ,
3.2 ,7.8 ,473 ,12.9 ,5.0 ,7.3 ,15.4 ,1.863 ,0.073 ,5.5 ,0.257 ,
6.0 ,7.9 ,481 ,12.3 ,3.7 ,8.6 ,12.2 ,1.572 ,0.081 ,5.3 ,0.303 ,
9.5 ,8.2 ,475 ,12.9 ,6.1 ,11.2 ,33.7 ,3.037 ,0.129 ,6.4 ,0.309 ,
10.4 ,8.2 ,476 ,11.9 ,5.7 ,10.4 ,20.5 ,1.703 ,0.128 ,6.5 ,0.026 ,
14.6 ,8.2 ,466 ,11.2 ,8.8 ,15.7 ,60.0 ,4.350 ,0.191 ,8.8 ,1.357 ,
14.2 ,7.7 ,385 ,9.9 ,8.0 ,13.1 ,31.8 ,3.077 ,0.223 ,7.3 ,1.239 ,
16.3 ,8.0 ,352 ,8.9 ,7.6 ,14.1 ,45.0 ,2.808 ,0.209 ,7.0 ,1.874 ,
20.1 ,7.8 ,324 ,9.8 ,6.4 ,11.9 ,32.4 ,2.087 ,0.114 ,6.3 ,1.335 ,
22.1 ,7.7 ,319 ,9.4 ,3.9 ,9.2 ,16.4 ,2.215 ,0.102 ,6.1 ,1.540 ,
20.4 ,7.7 ,310 ,9.1 ,3.4 ,12.2 ,47.6 ,2.359 ,0.231 ,8.4 ,1.909 ,
21.1 ,7.8 ,316 ,9.9 ,4.4 ,11.3 ,40.8 ,2.032 ,0.243 ,8.1 ,0.898 ,
26.1 ,7.8 ,330 ,8.9 ,3.9 ,12.4 ,35.2 ,1.533 ,0.311 ,8.7 ,0.215 ,
23.9 ,7.7 ,325 ,10.4 ,5.1 ,13.5 ,41.0 ,1.467 ,0.330 ,9.0 ,0.188 ,
24.7 ,7.9 ,352 ,9.4 ,4.4 ,13.9 ,30.4 ,1.594 ,0.255 ,9.4 ,0.136 ,
24.1 ,7.7 ,395 ,8.3 ,3.4 ,11.2 ,7.6 ,2.203 ,0.246 ,7.9 ,0.002 ,
25.0 ,7.8 ,518 ,8.9 ,3.2 ,13.0 ,35.2 ,1.397 ,0.105 ,10.6 ,0.419 ,
26.1 ,7.5 ,279 ,7.9 ,2.9 ,11.8 ,57.4 ,3.020 ,0.115 ,7.5 ,7.656 ,
24.5 ,7.6 ,278 ,7.7 ,2.4 ,9.2 ,17.0 ,1.547 ,0.090 ,6.8 ,2.364 ,
26.5 ,7.6 ,452 ,6.9 ,2.4 ,11.1 ,11.4 ,0.830 ,0.152 ,7.7 ,0.713 ,
24.8 ,7.5 ,378 ,7.7 ,1.6 ,8.6 ,17.4 ,1.013 ,0.083 ,5.6 ,3.384 ,
23.9 ,7.4 ,288 ,7.2 ,2.1 ,9.3 ,34.4 ,1.320 ,0.127 ,6.5 ,4.093 ,
22.8 ,7.3 ,261 ,7.1 ,1.5 ,8.7 ,17.2 ,1.247 ,0.094 ,5.5 ,5.244 ,
21.4 ,7.5 ,320 ,7.2 ,1.3 ,8.9 ,16.4 ,0.638 ,0.088 ,5.4 ,1.361 ,
22.3 ,7.6 ,345 ,7.7 ,2.1 ,8.8 ,10.8 ,0.687 ,0.060 ,5.2 ,0.876 ,
19.6 ,7.6 ,399 ,7.1 ,1.4 ,8.8 ,12.0 ,0.714 ,0.129 ,5.3 ,1.411 ,
17.1 ,7.7 ,384 ,8.4 ,1.9 ,8.1 ,10.6 ,0.784 ,0.074 ,5.3 ,0.568 ,
16.1 ,8.0 ,393 ,11.1 ,7.6 ,13.1 ,20.4 ,1.367 ,0.118 ,8.9 ,0.221 ,
16.7 ,7.7 ,413 ,9.1 ,4.0 ,9.2 ,13.2 ,1.002 ,0.059 ,6.0 ,0.158 ,
12.7 ,7.7 ,442 ,9.1 ,4.9 ,10.5 ,22.8 ,1.243 ,0.098 ,7.3 ,0.134 ,
14.6 ,7.8 ,641 ,8.6 ,5.7 ,14.5 ,38.0 ,14.147 ,0.172 ,12.1 ,1.245 ,
